ACL v0.4,UE 4.15 @ 0.01cm,UE 4.15 @ 0.1cm,UE 4.15 @ 1.0cm
0.010587,0.013224,0.021389,0.021389
0.012768,0.014026,0.027161,0.027161
0.012920,0.014048,0.033611,0.033611
0.010456,0.013758,0.020243,0.020243
0.010644,0.013758,0.021478,0.021478
0.010644,0.013816,0.021478,0.021478
0.010745,0.013955,0.029576,0.029576
0.010745,0.014100,0.031100,0.031100
0.012114,0.014100,0.031100,0.031100
0.012444,0.014117,0.031262,0.031262
0.012444,0.014117,0.031262,0.031262
0.010531,0.013624,0.022956,0.022956
0.010952,0.013824,0.025130,0.025130
0.010283,0.012940,0.022169,0.022169
0.010283,0.012940,0.022169,0.022169
0.010040,0.013521,0.021025,0.021025
0.010736,0.013928,0.023015,0.023015
0.010882,0.014039,0.024853,0.024853
0.011508,0.014056,0.025102,0.025102
0.011911,0.014254,0.040499,0.040499
0.012874,0.014476,0.048072,0.048072
0.010408,0.019489,0.021207,0.021207
0.011557,0.013950,0.022260,0.022260
0.019490,0.014455,0.029956,0.029956
0.010268,0.013137,0.022434,0.022434
0.010306,0.013137,0.024042,0.024042
0.010306,0.014188,0.024042,0.024042
0.012607,0.014249,0.024169,0.024169
0.010843,0.013153,0.022269,0.022269
0.011063,0.013755,0.027328,0.027328
0.011082,0.013851,0.030173,0.030173
0.011082,0.013989,0.030369,0.030369
0.011576,0.014094,0.030369,0.030369
0.012782,0.014094,0.065646,0.065646
0.012188,0.013073,0.023188,0.023188
0.012188,0.013871,0.033658,0.033658
0.013279,0.013871,0.033658,0.033658
0.015920,0.025443,0.026515,0.026515
0.025444,0.014107,0.027014,0.027014
0.010926,0.008746,0.021603,0.021603
0.011447,0.013643,0.021792,0.021792
0.011447,0.013693,0.021792,0.021792
0.013430,0.013693,0.022534,0.022534
0.017573,0.014243,0.038100,0.038100
0.010156,0.011245,0.019751,0.019751
0.010156,0.017099,0.020734,0.020734
0.012993,0.013691,0.026039,0.026039
0.030672,0.013691,0.028411,0.028411
0.035402,0.014218,0.028411,0.028411
0.012661,0.014238,0.027805,0.027805
0.010327,0.013893,0.024994,0.024994
0.014940,0.014298,0.025469,0.025469
0.010560,0.013271,0.020034,0.020034
0.010899,0.013750,0.020629,0.020629
0.010899,0.013759,0.023183,0.023183
0.011386,0.013759,0.023295,0.023295
0.012035,0.013940,0.026038,0.026038
0.012134,0.014240,0.027535,0.027535
0.017513,0.014562,0.027535,0.027535
0.011358,0.013989,0.021662,0.021662
0.011459,0.014087,0.022038,0.022038
0.011817,0.014225,0.025168,0.025168
0.013756,0.014249,0.028508,0.028508
0.009948,0.013468,0.017865,0.017865
0.009948,0.013776,0.021099,0.021099
0.010283,0.014001,0.021099,0.021099
0.010466,0.014029,0.023685,0.023685
0.010521,0.014029,0.023923,0.023923
0.010913,0.014073,0.024306,0.024306
0.012156,0.014305,0.025435,0.025435
0.012222,0.014338,0.026867,0.026867
0.013014,0.014338,0.028760,0.028760
0.010329,0.012185,0.020838,0.020838
0.010833,0.012693,0.021888,0.021888
0.011099,0.013303,0.023025,0.023025
0.011467,0.013304,0.024907,0.024907
0.011509,0.013561,0.026653,0.026653
0.011832,0.014078,0.028966,0.028966
0.012249,0.014200,0.031112,0.031112
0.014848,0.014257,0.031886,0.031886
0.013077,0.015176,0.052427,0.052427
0.010182,0.013651,0.020979,0.020979
0.010407,0.014013,0.025246,0.025246
0.010433,0.014124,0.025883,0.025883
0.010623,0.014238,0.026961,0.026961
0.011215,0.014289,0.031617,0.031617
0.011231,0.014300,0.035702,0.035702
0.012073,0.014307,0.049223,0.049223
0.010601,0.013942,0.024740,0.024740
0.012283,0.014044,0.024747,0.024747
0.034089,0.026831,0.033518,0.033518
0.010046,0.031999,0.020448,0.020448
0.010537,0.014028,0.020698,0.020698
0.010757,0.014061,0.023177,0.023177
0.012265,0.014181,0.025944,0.025944
0.012724,0.014199,0.026945,0.026945
0.013547,0.014293,0.031999,0.031999
0.010839,0.014232,0.020278,0.020278
0.013335,0.014300,0.021164,0.021164
0.010556,0.021212,0.024331,0.024331
0.011514,0.021212,0.025718,0.025718
0.028551,0.013705,0.025718,0.025718
0.028551,0.014036,0.042245,0.042245
0.010943,0.015627,0.018324,0.018324
0.011071,0.013827,0.019760,0.019760
0.011441,0.014023,0.022659,0.022659
0.011893,0.014056,0.024279,0.024279
0.015628,0.014522,0.025219,0.025219
0.011745,0.013880,0.021950,0.021950
0.011999,0.013891,0.025526,0.025526
0.012353,0.014162,0.032627,0.032627
0.010714,0.013544,0.022523,0.022523
0.011310,0.013863,0.023163,0.023163
0.013391,0.014324,0.024521,0.024521
0.010769,0.013676,0.022097,0.022097
0.010770,0.013751,0.025854,0.025854
0.011270,0.013760,0.026909,0.026909
0.012001,0.013885,0.030876,0.030876
0.014542,0.014592,0.046874,0.046874
0.013957,0.014640,0.022219,0.022219
0.014663,0.053572,0.025089,0.025089
0.043822,0.014395,0.053572,0.053572
0.011539,0.013932,0.031004,0.031004
0.011885,0.007375,0.022939,0.022939
0.014606,0.014279,0.024311,0.024311
0.011041,0.013983,0.022006,0.022006
0.011074,0.013983,0.022006,0.022006
0.011471,0.014186,0.022677,0.022677
0.011471,0.014214,0.024751,0.024751
0.010434,0.011319,0.018864,0.018864
0.011452,0.011319,0.018864,0.018864
0.011568,0.013679,0.027322,0.027322
0.011568,0.013804,0.028418,0.028418
0.014125,0.014034,0.028726,0.028726
0.010673,0.013824,0.024173,0.024173
0.010673,0.013824,0.031747,0.031747
0.013496,0.014005,0.031747,0.031747
0.010960,0.006211,0.022891,0.022891
0.012403,0.013689,0.030463,0.030463
0.014313,0.014002,0.035707,0.035707
0.010736,0.014195,0.026785,0.026785
0.010736,0.014195,0.026785,0.026785
0.016146,0.014342,0.031241,0.031241
0.016146,0.014342,0.031241,0.031241
0.010953,0.003928,0.023054,0.023054
0.011320,0.003928,0.023054,0.023054
0.011445,0.033721,0.026025,0.026025
0.011897,0.013516,0.027233,0.027233
0.011897,0.013824,0.029331,0.029331
0.013534,0.014127,0.033525,0.033525
0.033725,0.014560,0.033620,0.033620
0.010194,0.013103,0.018477,0.018477
0.010591,0.013386,0.019904,0.019904
0.010652,0.013545,0.025032,0.025032
0.010732,0.013817,0.030584,0.030584
0.011254,0.013861,0.031856,0.031856
0.011569,0.014035,0.032139,0.032139
0.012647,0.014183,0.053277,0.053277
0.010324,0.013810,0.026323,0.026323
0.013219,0.014123,0.027137,0.027137
0.011736,0.013950,0.036801,0.036801
0.010798,0.014161,0.020650,0.020650
0.011385,0.014295,0.025363,0.025363
0.010234,0.013583,0.024459,0.024459
0.010234,0.013583,0.025858,0.025858
0.010334,0.013597,0.027217,0.027217
0.010578,0.013661,0.027217,0.027217
0.011639,0.013896,0.028795,0.028795
0.011717,0.013947,0.031245,0.031245
0.012029,0.014089,0.032046,0.032046
0.011356,0.013674,0.025921,0.025921
0.010201,0.024779,0.020098,0.020098
0.011039,0.014078,0.025235,0.025235
0.012495,0.014121,0.027886,0.027886
0.024763,0.014187,0.028235,0.028235
0.030691,0.015435,0.029110,0.029110
0.011334,0.012499,0.023886,0.023886
0.011541,0.013713,0.026447,0.026447
0.011724,0.014201,0.029827,0.029827
0.013247,0.014487,0.032536,0.032536
0.011397,0.014488,0.025684,0.025684
0.010520,0.014221,0.026484,0.026484
0.010499,0.011260,0.019951,0.019951
0.011016,0.013433,0.022117,0.022117
0.011425,0.013480,0.022463,0.022463
0.011788,0.013663,0.022809,0.022809
0.012062,0.013698,0.022983,0.022983
0.015841,0.014302,0.023088,0.023088
0.018017,0.014439,0.026045,0.026045
0.010191,0.013388,0.023171,0.023171
0.010635,0.014201,0.023934,0.023934
0.010740,0.014433,0.024215,0.024215
0.010499,0.013503,0.022000,0.022000
0.010765,0.013825,0.022159,0.022159
0.011123,0.013825,0.022159,0.022159
0.011598,0.013969,0.024877,0.024877
0.012627,0.014162,0.025700,0.025700
0.012627,0.014337,0.029581,0.029581
0.012955,0.014428,0.029851,0.029851
0.010202,0.013432,0.023202,0.023202
0.010202,0.013432,0.030339,0.030339
0.011210,0.013945,0.033122,0.033122
0.013187,0.014509,0.033122,0.033122
0.010788,0.013501,0.022651,0.022651
0.010896,0.013777,0.047223,0.047223
0.011019,0.013991,0.020722,0.029349
0.013525,0.014443,0.029349,0.068506
0.011235,0.012615,0.024647,0.024647
0.011374,0.001670,0.026346,0.026346
0.011687,0.012683,0.028301,0.028301
0.011998,0.014052,0.028377,0.028377
0.012013,0.014102,0.029538,0.029538
0.012616,0.014793,0.031468,0.031468
0.010541,0.016342,0.022824,0.022824
0.010735,0.013227,0.024359,0.024359
0.011131,0.013856,0.025539,0.025539
0.016339,0.014201,0.026743,0.026743
0.011057,0.006938,0.021251,0.021251
0.011057,0.013923,0.026947,0.026947
0.016856,0.013923,0.026947,0.026947
0.011289,0.014229,0.025239,0.025239
0.011897,0.014493,0.025471,0.025471
0.010504,0.014010,0.023017,0.023017
0.010504,0.014132,0.029471,0.029471
0.013396,0.014132,0.029471,0.029471
0.010035,0.017541,0.020149,0.020149
0.010395,0.012826,0.021876,0.021876
0.010864,0.013565,0.023354,0.023354
0.011114,0.013594,0.024468,0.024468
0.011141,0.013908,0.024989,0.024989
0.011548,0.013923,0.026400,0.026400
0.011627,0.014159,0.026433,0.026433
0.011834,0.014260,0.033701,0.033701
0.017540,0.014272,0.037041,0.037041
0.010800,0.013569,0.021446,0.021446
0.011787,0.013636,0.021735,0.021735
0.012078,0.013636,0.021735,0.021735
0.012444,0.014211,0.025097,0.025097
0.013052,0.014493,0.028382,0.028382
0.013052,0.014535,0.028725,0.028725
0.011817,0.013906,0.032032,0.032032
0.011668,0.013893,0.023257,0.023257
0.013004,0.013922,0.026222,0.026222
0.013065,0.014302,0.029368,0.029368
0.014006,0.014701,0.040171,0.040171
0.011969,0.014168,0.022064,0.022064
0.011657,0.013921,0.028024,0.028024
0.010164,0.013175,0.025564,0.025564
0.024554,0.014110,0.035933,0.035933
0.010500,0.002845,0.022365,0.022365
0.010500,0.013378,0.029798,0.029798
0.011237,0.013378,0.029798,0.029798
0.011237,0.014171,0.030739,0.030739
0.011442,0.014296,0.039376,0.039376
0.011549,0.014296,0.039376,0.039376
0.013255,0.014347,0.040607,0.040607
0.011002,0.014001,0.025710,0.025710
0.010628,0.008691,0.019944,0.019944
0.013320,0.013943,0.021091,0.021091
0.022851,0.013953,0.030213,0.030213
0.048617,0.014089,0.067418,0.067418
0.011321,0.014093,0.027401,0.027401
0.013181,0.014507,0.031593,0.031593
0.012314,0.009916,0.026633,0.026633
0.013562,0.013898,0.040256,0.040256
0.011065,0.001110,0.021277,0.021277
0.011771,0.002887,0.026597,0.026597
0.012882,0.014207,0.042215,0.042215
0.011523,0.016226,0.026358,0.026358
0.016215,0.014054,0.030377,0.030377
0.011354,0.012875,0.021409,0.021409
0.019130,0.012875,0.021409,0.021409
0.019130,0.014405,0.026472,0.026472
0.013384,0.014062,0.034165,0.034165
0.010369,0.014010,0.019606,0.019606
0.010408,0.014193,0.027398,0.027398
0.011507,0.013779,0.033406,0.033406
0.014098,0.014022,0.034894,0.034894
0.011291,0.013970,0.027489,0.027489
0.010783,0.013931,0.020921,0.020921
0.012423,0.013931,0.020921,0.020921
0.014399,0.013943,0.022316,0.022316
0.014399,0.014156,0.023575,0.023575
0.011753,0.013558,0.024453,0.024453
0.012129,0.014486,0.033903,0.033903
0.012129,0.014486,0.033903,0.033903
0.010890,0.013421,0.022711,0.022711
0.012076,0.013732,0.022795,0.022795
0.012966,0.013898,0.027291,0.027291
0.012966,0.013898,0.045835,0.045835
0.013589,0.014306,0.045835,0.045835
0.010875,0.031187,0.020850,0.020850
0.014605,0.013991,0.023087,0.023087
0.030913,0.014123,0.031522,0.031522
0.010144,0.014300,0.022643,0.022643
0.010796,0.013798,0.025817,0.025817
0.020738,0.013798,0.025817,0.025817
0.020738,0.014019,0.028770,0.028770
0.009985,0.013955,0.022938,0.022938
0.010594,0.014188,0.027655,0.027655
0.011891,0.014311,0.034669,0.034669
0.012147,0.014135,0.032502,0.032502
0.010852,0.014213,0.029512,0.029512
0.010621,0.013852,0.026050,0.026050
0.011171,0.014047,0.024711,0.024711
0.012435,0.014093,0.033155,0.033155
0.011516,0.035881,0.027381,0.027381
0.034224,0.035881,0.035881,0.035881
0.034224,0.014149,0.035881,0.035881
0.012771,0.013671,0.022755,0.022755
0.011180,0.006119,0.024641,0.024641
0.011180,0.013764,0.028893,0.028893
0.012891,0.013764,0.028893,0.028893
0.011722,0.014041,0.029157,0.029157
0.013710,0.014831,0.029966,0.029966
0.011252,0.013480,0.019963,0.019963
0.011513,0.013919,0.020374,0.020374
0.012029,0.014030,0.026989,0.026989
0.012626,0.014377,0.027290,0.027290
0.010450,0.013996,0.022529,0.022529
0.010780,0.014001,0.028241,0.028241
0.010715,0.014114,0.023440,0.023440
0.012247,0.014213,0.047736,0.047736
0.011204,0.013917,0.030653,0.030653
0.011254,0.013917,0.033549,0.033549
0.011726,0.013976,0.033549,0.033549
0.011726,0.014092,0.042861,0.042861
0.011290,0.013958,0.025614,0.025614
0.014486,0.014009,0.033183,0.033183
0.010775,0.010280,0.027254,0.027254
0.011239,0.014101,0.028435,0.028435
0.011800,0.014127,0.028619,0.028619
0.012631,0.014167,0.031728,0.031728
0.010925,0.013930,0.023085,0.023085
0.012343,0.014056,0.025295,0.025295
0.012607,0.014230,0.026230,0.026230
0.013929,0.014399,0.026260,0.026260
0.011732,0.019985,0.023163,0.023163
0.011985,0.012808,0.023538,0.023538
0.013580,0.013743,0.023720,0.023720
0.013580,0.014246,0.026764,0.026764
0.013580,0.014570,0.026764,0.026764
0.014212,0.014570,0.026764,0.026764
0.019978,0.014570,0.066092,0.066092
0.012018,0.013583,0.022199,0.022199
0.012963,0.013262,0.019711,0.019711
0.012963,0.013262,0.019711,0.019711
0.011606,0.013695,0.026505,0.026505
0.011816,0.014180,0.026915,0.026915
0.012263,0.013996,0.034832,0.034832
0.011828,0.013998,0.036457,0.036457
0.014131,0.014328,0.020049,0.020049
0.011771,0.014223,0.020269,0.020269
0.011780,0.014223,0.020269,0.020269
0.011780,0.014334,0.024072,0.024072
0.011281,0.013877,0.022458,0.022458
0.012292,0.014110,0.026269,0.026269
0.013563,0.014801,0.027064,0.027064
0.011014,0.014304,0.028174,0.028174
0.011633,0.014397,0.034862,0.034862
0.012872,0.013981,0.021369,0.021369
0.013038,0.014107,0.024175,0.024175
0.013195,0.014215,0.025450,0.025450
0.011099,0.013628,0.021838,0.021838
0.011382,0.013643,0.023108,0.023108
0.011720,0.013684,0.025458,0.025458
0.011750,0.013730,0.025879,0.025879
0.012602,0.013827,0.029709,0.029709
0.013875,0.013975,0.045365,0.045365
0.024733,0.014370,0.061936,0.061936
0.010230,0.013928,0.027803,0.027803
0.013830,0.014331,0.031501,0.031501
0.011464,0.012606,0.023498,0.023498
0.014291,0.013822,0.029938,0.029938
0.015849,0.014429,0.037021,0.037021
0.011336,0.013337,0.021026,0.021026
0.012510,0.013846,0.021026,0.021026
0.012510,0.013846,0.025908,0.025908
0.013821,0.014358,0.026374,0.026374
0.011344,0.014301,0.022539,0.022539
0.014196,0.003661,0.021896,0.021896
0.011435,0.014478,0.027833,0.027833
0.011435,0.014478,0.027833,0.027833
0.011435,0.014478,0.027833,0.027833
0.012820,0.025333,0.022139,0.022139
0.025345,0.013467,0.027826,0.027826
0.011027,0.003678,0.021738,0.021738
0.011086,0.012954,0.023132,0.023132
0.011744,0.014262,0.023178,0.023178
0.012456,0.014291,0.024159,0.024159
0.013251,0.013860,0.023110,0.023110
0.039416,0.023366,0.028651,0.028651
0.012253,0.014135,0.052831,0.052831
0.028465,0.004883,0.022958,0.022958
0.045646,0.014076,0.034755,0.034755
0.013079,0.014089,0.022096,0.022096
0.010821,0.013921,0.024243,0.024243
0.011137,0.022920,0.025907,0.025907
0.011474,0.014164,0.027900,0.027900
0.011474,0.014556,0.032518,0.032518
0.012112,0.014556,0.032518,0.032518
0.010705,0.013722,0.026765,0.026765
0.011025,0.014114,0.028423,0.028423
0.012459,0.014261,0.028732,0.028732
0.011357,0.013260,0.023735,0.023735
0.012320,0.013458,0.023797,0.023797
0.012276,0.013755,0.022814,0.022814
0.012276,0.013981,0.022814,0.022814
0.013203,0.013982,0.023466,0.023466
0.013829,0.013982,0.025833,0.025833
0.010879,0.014099,0.023000,0.023000
0.012265,0.014351,0.031993,0.031993
0.012424,0.006460,0.022141,0.022141
0.011027,0.003013,0.024100,0.024100
0.011933,0.014090,0.024165,0.024165
0.011051,0.014001,0.021601,0.021601
0.011631,0.014001,0.023847,0.023847
0.012068,0.014248,0.023847,0.023847
0.012068,0.014693,0.032538,0.032538
0.011401,0.000490,0.022556,0.022556
0.011961,0.010162,0.023243,0.023243
0.038999,0.013796,0.023458,0.023458
0.011165,0.013841,0.026433,0.026433
0.010153,0.014165,0.025027,0.025027
0.012625,0.014237,0.025946,0.025946
0.011580,0.013148,0.021098,0.021098
0.012693,0.013511,0.023900,0.023900
0.013151,0.013929,0.025334,0.025334
0.023548,0.013978,0.026869,0.026869
0.012355,0.014119,0.023194,0.023194
0.024162,0.002905,0.024318,0.024318
0.036605,0.008409,0.030123,0.030123
0.010797,0.014476,0.029349,0.029349
0.011129,0.013510,0.031499,0.031499
0.011129,0.013510,0.031499,0.031499
0.011194,0.013693,0.021729,0.021729
0.012330,0.014233,0.031217,0.031217
0.012330,0.014233,0.031217,0.031217
0.012330,0.014233,0.031217,0.031217
0.012950,0.014290,0.031467,0.031467
0.011265,0.013545,0.030661,0.030661
0.012630,0.014469,0.032814,0.032814
0.012630,0.014469,0.032814,0.032814
0.011286,0.014339,0.026127,0.026127
0.013638,0.013171,0.020167,0.020167
0.059011,0.013783,0.021786,0.021786
0.014255,0.013987,0.025252,0.025252
0.011299,0.014122,0.021085,0.021085
0.013100,0.014122,0.031387,0.031387
0.013100,0.014338,0.031387,0.031387
0.012541,0.014003,0.019924,0.019924
0.012541,0.014003,0.019924,0.019924
0.013077,0.014104,0.033979,0.033979
0.013077,0.014104,0.033979,0.033979
0.011658,0.013995,0.024680,0.024680
0.023566,0.022665,0.027936,0.027936
0.012046,0.014231,0.027291,0.027291
0.010604,0.013995,0.022313,0.022313
0.012435,0.014226,0.024224,0.024224
0.017892,0.014458,0.029603,0.029603
0.011519,0.004782,0.024164,0.024164
0.012189,0.012716,0.028939,0.028939
0.014787,0.014296,0.031624,0.031624
0.013361,0.013963,0.026702,0.026702
0.014848,0.013935,0.028939,0.028939
0.011166,0.013934,0.028253,0.028253
0.012238,0.013989,0.030928,0.030928
0.011028,0.008214,0.020665,0.020665
0.011523,0.014118,0.023256,0.023256
0.012054,0.014129,0.023682,0.023682
0.012931,0.014191,0.024292,0.024292
0.012079,0.014630,0.026131,0.026131
0.010136,0.007555,0.020579,0.020579
0.011274,0.013763,0.020725,0.020725
0.011491,0.014230,0.025739,0.025739
0.013698,0.014240,0.029123,0.029123
0.012581,0.014012,0.026650,0.026650
0.013276,0.014043,0.029073,0.029073
0.012504,0.014157,0.025232,0.025232
0.011228,0.013965,0.026393,0.026393
0.012270,0.014121,0.026648,0.026648
0.012745,0.014141,0.030905,0.030905
0.012745,0.014141,0.030905,0.030905
0.011008,0.014400,0.037455,0.037455
0.013072,0.013912,0.022902,0.022902
0.014412,0.014464,0.024705,0.024705
0.011293,0.003381,0.022559,0.022559
0.014714,0.014092,0.024183,0.024183
0.012518,0.013833,0.021956,0.021956
0.013302,0.014066,0.028356,0.028356
0.048142,0.020528,0.045021,0.045021
0.013882,0.014054,0.021966,0.021966
0.011607,0.013985,0.026332,0.026332
0.011860,0.014283,0.032848,0.032848
0.010684,0.013698,0.025126,0.025126
0.010770,0.014137,0.031769,0.031769
0.011441,0.013965,0.029138,0.029138
0.011539,0.014257,0.025307,0.025307
0.011009,0.004588,0.021718,0.021718
0.011657,0.008815,0.022753,0.022753
0.011857,0.025408,0.022940,0.022940
0.017419,0.014103,0.025061,0.025061
0.018584,0.014222,0.028614,0.028614
0.020598,0.014343,0.037637,0.037637
0.011151,0.014017,0.026801,0.026801
0.012658,0.014024,0.034925,0.034925
0.012658,0.014024,0.034925,0.034925
0.010955,0.014027,0.021095,0.021095
0.010957,0.014223,0.026139,0.026139
0.015342,0.014394,0.026655,0.026655
0.018631,0.014586,0.031777,0.031777
0.012890,0.010146,0.037382,0.037382
0.012890,0.010146,0.037382,0.037382
0.011723,0.013713,0.021439,0.021439
0.011723,0.014076,0.021878,0.021878
0.012143,0.014076,0.021878,0.021878
0.013089,0.014279,0.048189,0.048189
0.010369,0.013852,0.021211,0.021211
0.010369,0.013852,0.021558,0.021558
0.011680,0.013907,0.021558,0.021558
0.012452,0.013980,0.021948,0.021948
0.012452,0.013996,0.031094,0.031094
0.013385,0.013996,0.031094,0.031094
0.014142,0.014155,0.025218,0.025218
0.010839,0.014562,0.025737,0.025737
0.010485,0.008832,0.021209,0.021209
0.011659,0.013333,0.022316,0.022316
0.012029,0.014151,0.027321,0.027321
0.013217,0.014209,0.032299,0.032299
0.013508,0.010395,0.023741,0.023741
0.038245,0.023802,0.034834,0.034834
0.011895,0.017903,0.027497,0.027497
0.014627,0.014440,0.028406,0.028406
0.013019,0.013997,0.030506,0.030506
0.013493,0.011725,0.023486,0.023486
0.013654,0.013822,0.026026,0.026026
0.013654,0.013822,0.030117,0.030117
0.035509,0.014014,0.030117,0.030117
0.012791,0.014545,0.023758,0.023758
0.012442,0.014083,0.023905,0.023905
0.012242,0.014033,0.026725,0.026725
0.012821,0.014248,0.031766,0.031766
0.012821,0.014248,0.031766,0.031766
0.012726,0.014512,0.023408,0.023408
0.011935,0.014333,0.031905,0.031905
0.012071,0.002323,0.024114,0.024114
0.013508,0.014499,0.033412,0.033412
0.013508,0.014499,0.033412,0.033412
0.011771,0.013893,0.025461,0.025461
0.046186,0.018230,0.037164,0.037164
0.012702,0.014113,0.026465,0.026465
0.011489,0.014601,0.030772,0.030772
0.011489,0.014601,0.030772,0.030772
0.014249,0.014163,0.040641,0.040641
0.012573,0.014251,0.024410,0.024410
0.010953,0.003100,0.021726,0.021726
0.014916,0.004012,0.061900,0.061900
0.011580,0.011172,0.025069,0.025069
0.012950,0.017454,0.025440,0.025440
0.013681,0.014137,0.036537,0.036537
0.022417,0.014150,0.042178,0.042178
0.013275,0.014129,0.025960,0.025960
0.011942,0.014168,0.024178,0.024178
0.011816,0.014599,0.037327,0.037327
0.011709,0.014126,0.024987,0.024987
0.011117,0.000897,0.021562,0.021562
0.011392,0.004662,0.022879,0.022879
0.011514,0.008133,0.025461,0.025461
0.012169,0.014010,0.027042,0.027042
0.012464,0.014401,0.034093,0.034093
0.013338,0.014494,0.037848,0.037848
0.012105,0.014367,0.027638,0.027638
0.012015,0.014292,0.023250,0.023250
0.012065,0.013971,0.026444,0.026444
0.013302,0.014295,0.028891,0.028891
0.011786,0.013950,0.029559,0.029559
0.012085,0.013988,0.029585,0.029585
0.012730,0.014118,0.032899,0.032899
0.010985,0.013338,0.021304,0.021304
0.011557,0.014221,0.022852,0.022852
0.010969,0.014075,0.022168,0.022168
0.011045,0.014228,0.025487,0.025487
0.011198,0.014256,0.029743,0.029743
0.015207,0.014287,0.070058,0.070058
0.011547,0.014361,0.026129,0.026129
0.011835,0.008607,0.048455,0.048455
0.011400,0.013923,0.028067,0.028067
0.013652,0.014044,0.024106,0.024106
0.015389,0.014318,0.024840,0.024840
0.012121,0.013765,0.022320,0.022320
0.012766,0.013606,0.026809,0.026809
0.052919,0.013436,0.023752,0.023752
0.011436,0.013665,0.023060,0.023060
0.011720,0.013683,0.028594,0.028594
0.011992,0.013915,0.021839,0.021839
0.011738,0.021655,0.027323,0.027323
0.018502,0.014263,0.030873,0.030873
0.012243,0.014072,0.023626,0.023626
0.012740,0.014427,0.026220,0.026220
0.012628,0.014494,0.023727,0.023727
0.011341,0.013995,0.023920,0.023920
0.013581,0.014279,0.031546,0.031546
0.011695,0.014145,0.025937,0.025937
0.012367,0.014315,0.032579,0.032579
0.011064,0.013889,0.024636,0.024636
0.012975,0.014391,0.026942,0.026942
0.011513,0.014242,0.029226,0.029226
0.011140,0.014352,0.024370,0.024370
0.014090,0.014261,0.027178,0.027178
0.012546,0.014005,0.041035,0.041035
0.015492,0.013905,0.026075,0.026075
0.011699,0.014097,0.024404,0.024404
0.014886,0.014301,0.040954,0.040954
0.014886,0.014301,0.040954,0.040954
0.023986,0.007820,0.024375,0.024375
0.012841,0.002723,0.023448,0.023448
0.012841,0.002723,0.023448,0.023448
0.010936,0.014988,0.026656,0.026656
0.011774,0.009668,0.022147,0.022147
0.012525,0.012219,0.025927,0.025927
0.013685,0.014302,0.034425,0.034425
0.027870,0.014346,0.036469,0.036469
0.011889,0.013846,0.020136,0.020136
0.013241,0.013846,0.029496,0.029496
0.013241,0.014011,0.029496,0.029496
0.011956,0.014580,0.031479,0.031479
0.012982,0.014030,0.023278,0.023278
0.010885,0.013577,0.030143,0.030143
0.019249,0.019246,0.028309,0.028309
0.012237,0.013750,0.027558,0.027558
0.011276,0.012284,0.031459,0.031459
0.044241,0.014062,0.038266,0.038266
0.012631,0.010242,0.021634,0.021634
0.013003,0.014500,0.035351,0.035351
0.015113,0.015118,0.022525,0.022525
0.013481,0.014217,0.036070,0.036070
0.013726,0.012843,0.028570,0.028570
0.012031,0.012374,0.022536,0.022536
0.012031,0.019837,0.024189,0.024189
0.012366,0.014295,0.024795,0.024795
0.012648,0.014295,0.030681,0.030681
0.019826,0.014427,0.030681,0.030681
0.011298,0.014212,0.027133,0.027133
0.012935,0.013893,0.030517,0.030517
0.011703,0.014314,0.025157,0.025157
0.011925,0.013658,0.031586,0.031586
0.011925,0.013658,0.031586,0.031586
0.012610,0.014256,0.035634,0.035634
0.012610,0.014256,0.035634,0.035634
0.012719,0.014092,0.037197,0.037197
0.013238,0.014234,0.046762,0.046762
0.031921,0.010838,0.023065,0.023065
0.012720,0.013896,0.025055,0.025055
0.025926,0.025097,0.025886,0.025886
0.012270,0.014158,0.024208,0.024208
0.013470,0.014232,0.041758,0.041758
0.015674,0.015596,0.031483,0.031483
0.015674,0.015596,0.031483,0.031483
0.011772,0.013858,0.021452,0.021452
0.016390,0.014508,0.033119,0.033119
0.011124,0.013963,0.033128,0.033128
0.011724,0.014436,0.035423,0.035423
0.013440,0.014016,0.030657,0.030657
0.013440,0.014016,0.030657,0.030657
0.011679,0.013994,0.023878,0.023878
0.011679,0.013994,0.024422,0.024422
0.011981,0.014071,0.032335,0.032335
0.013130,0.014808,0.032335,0.032335
0.011476,0.011721,0.024513,0.024513
0.011936,0.013987,0.025919,0.025919
0.012629,0.014232,0.029155,0.029155
0.012377,0.014349,0.027161,0.027161
0.012253,0.013913,0.024661,0.024661
0.012844,0.013994,0.025095,0.025095
0.014391,0.014621,0.026559,0.026559
0.010720,0.014057,0.026749,0.026749
0.041684,0.041688,0.048631,0.048631
0.013542,0.014257,0.026525,0.026525
0.011361,0.014422,0.029430,0.029430
0.011361,0.014422,0.029430,0.029430
0.012226,0.014192,0.026551,0.026551
0.012212,0.014131,0.027703,0.027703
0.010562,0.014010,0.031799,0.031799
0.010562,0.014010,0.031799,0.031799
0.012192,0.013894,0.029105,0.029105
0.011162,0.013504,0.022966,0.022966
0.011162,0.013504,0.022966,0.022966
0.011922,0.014043,0.033619,0.033619
0.011922,0.014043,0.033619,0.033619
0.012445,0.013387,0.023859,0.023859
0.011383,0.012860,0.020410,0.020410
0.011383,0.014575,0.020410,0.020410
0.011934,0.014575,0.020895,0.020895
0.012318,0.014202,0.025974,0.025974
0.013642,0.014324,0.026694,0.026694
0.013770,0.014411,0.077021,0.077021
0.014288,0.014257,0.023557,0.023557
